fp.3.Luci_03G08.ctg.ctg7180000034479 fp.2.Luci_02H12.ctg.ctg7180000019811
fp.3.Luci_04G08.ctg.ctg7180000140534 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_52B08.ctg.ctg7180000528616 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_23C12.ctg.jtg7180000104279f_7180000087649r_7180000104280f fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_01D10.ctg.ctg7180000190755 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_20H12.ctg.ctg7180000227116 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_01C09.ctg.ctg7180000300362 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_02F07.ctg.ctg7180000037828 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_23C12.ctg.jtg7180000104279f_7180000087649r_7180000104280f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_01F10.ctg.ctg7180000029619 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_03H06.ctg.ctg7180000032032 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_22E04.ctg.ctg7180000273372 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_01A11.ctg.ctg7180000045380 fp.2.Luci_02H12.ctg.ctg7180000020127
fp.3.Luci_02A08.ctg.ctg7180000082232 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_05C11.ctg.jtg7180000051908f_7180000082922f fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_20G11.ctg.ctg7180000230224 fp.2.Luci_02H12.ctg.ctg7180000020159
fp.3.Luci_05F06.ctg.ctg7180000068318 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_02A01.ctg.ctg7180000072474 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_05A04.ctg.ctg7180000037194 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_05D12.ctg.ctg7180000095823 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_16G06.ctg.ctg7180000196751 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_20A12.ctg.jtg7180000282361f_7180000257661r fp.2.Luci_02H12.ctg.ctg7180000019701
fp.3.Luci_20F03.ctg.ctg7180000282795 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_05D10.ctg.ctg7180000090123 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_04A01.ctg.ctg7180000120240 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_03F03.ctg.ctg7180000044999 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_03A08.ctg.jtg7180000024573f_7180000029906r fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_03E06.ctg.ctg7180000017485 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_03F11.ctg.ctg7180000051448 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_02C02.ctg.ctg7180000033832 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_05H01.ctg.ctg7180000079876 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_20A12.ctg.jtg7180000282182f_7180000282183f fp.2.Luci_02H12.ctg.ctg7180000019833
fp.3.Luci_20A07.ctg.ctg7180000267645 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_81B08.ctg.ctg7180000080654 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_04G02.ctg.ctg7180000186924 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_07F08.ctg.ctg7180000269995 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_19C02.ctg.jtg7180000271738r_7180000291840f fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_20B08.ctg.ctg7180000260837 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_05C06.ctg.ctg7180000102047 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_12E01.ctg.ctg7180000219175 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_15F05.ctg.ctg7180000308226 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_02C04.ctg.ctg7180000050517 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_10D05.ctg.ctg7180000162095 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_23B09.ctg.jtg7180000099609f_7180000110766f_7180000110767f_7180000110768f fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_20A10.ctg.ctg7180000278568 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_05G02.ctg.jtg7180000085521f_7180000089377f_7180000089378f_7180000089379f fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_04G07.ctg.jtg7180000130882f_7180000173957f fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_63K01.ctg.ctg7180000561744 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_01A07.ctg.ctg7180000033991 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_05D07.ctg.ctg7180000030041 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_21D01.ctg.ctg7180000203315 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_02D11.ctg.ctg7180000165686 fp.2.Luci_02H12.ctg.ctg7180000020001
fp.3.Luci_17H12.ctg.jtg7180000318968f_7180000316750r fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_04G01.ctg.ctg7180000110904 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_09H03.ctg.ctg7180000115343 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_09H11.ctg.ctg7180000174569 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_16H01.ctg.ctg7180000293998 fp.2.Luci_02H12.ctg.ctg7180000020482
fp.3.Luci_01C02.ctg.ctg7180000033043 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_01H07.ctg.ctg7180000113057 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_09G02.ctg.ctg7180000337245 fp.2.Luci_02H12.ctg.ctg7180000019879
fp.3.Luci_16G05.ctg.ctg7180000129031 fp.2.Luci_02H12.ctg.ctg7180000020001
fp.3.Luci_12E03.ctg.ctg7180000086201 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_52G02.ctg.jtg7180000574463f_7180000574464f_7180000574465f fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_05A04.ctg.ctg7180000048143 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_20E04.ctg.ctg7180000248520 fp.2.Luci_02H12.ctg.ctg7180000019629
fp.3.Luci_01C12.ctg.ctg7180000040057 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_20G12.ctg.ctg7180000188419 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_21A04.ctg.ctg7180000288308 fp.2.Luci_02H12.ctg.ctg7180000019903
fp.3.Luci_15E06.ctg.ctg7180000382821 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_99A25.ctg.ctg7180001997582 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_13A03.ctg.jtg7180000291849f_7180000291850f fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_18H11.ctg.ctg7180000174582 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.2.Luci_22C05.ctg.ctg7180000720426 fp.2.Luci_02H12.ctg.ctg7180000019733
fp.3.Luci_09H03.ctg.ctg7180000115343 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_10E09.ctg.ctg7180000184102 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_11F04.ctg.ctg7180000072321 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_13F05.ctg.jtg7180000246363f_7180000262326f fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_11H06.ctg.ctg7180000090601 fp.2.Luci_02H12.ctg.ctg7180000020482
fp.3.Luci_01E11.ctg.ctg7180000105757 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_03A01.ctg.ctg7180000025206 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_05A01.ctg.ctg7180000082769 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_05D05.ctg.ctg7180000090242 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_01F10.ctg.ctg7180000020041 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_06B04.ctg.ctg7180000048171 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_02A01.ctg.ctg7180000071717 fp.2.Luci_02H12.ctg.ctg7180000020609
fp.3.Luci_52A10.ctg.ctg7180000958578 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_02G12.ctg.ctg7180000061897 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_02G04.ctg.ctg7180000045990 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_02C04.ctg.ctg7180000059115 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_81E04.ctg.ctg7180000287934 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_05B05.ctg.ctg7180000105700 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_03F09.ctg.ctg7180000016073 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_05F05.ctg.ctg7180000092084 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_05H08.ctg.ctg7180000047358 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_03F12.ctg.ctg7180000040819 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_03F01.ctg.ctg7180000026627 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_12B02.ctg.ctg7180000120665 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_13F06.ctg.jtg7180000187594f_7180000187595f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_04A05.ctg.ctg7180000115164 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_12G12.ctg.ctg7180000180427 fp.2.Luci_02H12.ctg.ctg7180000020114
fp.3.Luci_01D10.ctg.ctg7180000129024 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_01D10.ctg.ctg7180000189866 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_05D09.ctg.ctg7180000091486 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_03E11.ctg.ctg7180000019417 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_03E03.ctg.ctg7180000027258 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_03G11.ctg.ctg7180000018707 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_06B08.ctg.ctg7180000029888 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_04H11.ctg.ctg7180000109403 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_04E08.ctg.ctg7180000043337 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_05D07.ctg.ctg7180000029938 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_17H11.ctg.ctg7180000178821 fp.2.Luci_02H12.ctg.ctg7180000020001
fp.3.Luci_04H12.ctg.ctg7180000198254 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_03A01.ctg.ctg7180000033761 fp.2.Luci_02H12.ctg.ctg7180000020362
fp.3.Luci_03H07.ctg.ctg7180000079368 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_23C09.ctg.ctg7180000230312 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_81E03.ctg.ctg7180000369715 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_15C08.ctg.ctg7180000368236 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_07C11.ctg.ctg7180000093683 fp.2.Luci_02H12.ctg.ctg7180000020187
fp.3.Luci_01F09.ctg.ctg7180000041867 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_02A12.ctg.ctg7180000030677 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_01B03.ctg.ctg7180000042334 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_81D01.ctg.ctg7180000308885 fp.2.Luci_02H12.ctg.ctg7180000020299
fp.3.Luci_16A05.ctg.ctg7180000257201 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_03D08.ctg.ctg7180000027352 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_05C03.ctg.ctg7180000093609 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_18C02.ctg.jtg7180000221129f_7180000221130f_7180000221131f fp.2.Luci_02H12.ctg.ctg7180000020355
fp.3.Luci_01E03.ctg.ctg7180000117208 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_10E11.ctg.ctg7180000199263 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_23C01.ctg.ctg7180000146411 fp.2.Luci_02H12.ctg.ctg7180000020154
fp.3.Luci_05H10.ctg.ctg7180000108894 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_14D07.ctg.ctg7180000153285 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_05D11.ctg.ctg7180000075595 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_11F09.ctg.ctg7180000288478 fp.2.Luci_02H12.ctg.ctg7180000020001
fp.3.Luci_01F12.ctg.ctg7180000091285 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_04H08.ctg.ctg7180000105917 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_51A03.ctg.ctg7180000308291 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_04G01.ctg.ctg7180000109943 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_01H07.ctg.ctg7180000111921 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_01C09.ctg.ctg7180000305025 fp.2.Luci_02H12.ctg.ctg7180000019797
fp.3.Luci_20H08.ctg.ctg7180000299748 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_01D11.ctg.ctg7180000067131 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01D01.ctg.ctg7180000129054 fp.2.Luci_02H12.ctg.ctg7180000020510
fp.3.Luci_52D09.ctg.ctg7180001430448 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_23E12.ctg.ctg7180000099478 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_15B08.ctg.jtg7180000320371f_7180000303788r_7180000317894f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_03F01.ctg.ctg7180000026493 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_14A04.ctg.ctg7180000179948 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_52A06.ctg.ctg7180000360763 fp.2.Luci_02H12.ctg.ctg7180000019697
fp.3.Luci_04G01.ctg.ctg7180000112578 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_51C03.ctg.ctg7180000594141 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_05G02.ctg.jtg7180000060925r_7180000060935r_7180000087981f_7180000085652r_7180000087982f_7180000087983f fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_52B10.ctg.ctg7180000860320 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_14E10.ctg.ctg7180000156536 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_05C02.ctg.ctg7180000115767 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_02H07.ctg.ctg7180000034597 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_03A09.ctg.ctg7180000079811 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_19D02.ctg.ctg7180000256365 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_14D03.ctg.ctg7180000177506 fp.2.Luci_02H12.ctg.ctg7180000020483
fp.3.Luci_05G12.ctg.ctg7180000089469 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_02E02.ctg.jtg7180000197762f_7180000197763f fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_62K07.ctg.ctg7180000328264 fp.2.Luci_02H12.ctg.ctg7180000019864
fp.3.Luci_11G09.ctg.ctg7180000103093 fp.2.Luci_02H12.ctg.ctg7180000019932
fp.3.Luci_02D10.ctg.jtg7180000072361f_7180000098690f_7180000072380f_7180000098691f fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_17E05.ctg.ctg7180000086727 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_05B09.ctg.ctg7180000082043 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_71B05.ctg.ctg7180000645685 fp.2.Luci_02H12.ctg.ctg7180000019714
fp.3.Luci_02B12.ctg.ctg7180000043655 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_03A09.ctg.ctg7180000058061 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_52F10.ctg.ctg7180000337051 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_15H05.ctg.ctg7180000346956 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_81D01.ctg.ctg7180000313797 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_19F05.ctg.ctg7180000239935 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_13G07.ctg.ctg7180000121393 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_04H08.ctg.jtg7180000104338f_7180000104339f fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_01A06.ctg.ctg7180000028854 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_02A11.ctg.ctg7180000041828 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_05C10.ctg.jtg7180000076298f_7180000076299f fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_01F05.ctg.ctg7180000225591 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_05B10.ctg.ctg7180000067372 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_05H02.ctg.ctg7180000061900 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_04G12.ctg.ctg7180000172923 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_02B03.ctg.ctg7180000135403 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_17B09.ctg.ctg7180000094906 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_12B11.ctg.ctg7180000110816 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_05C05.ctg.jtg7180000064357r_7180000092328f fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_05H07.ctg.ctg7180000117014 fp.2.Luci_02H12.ctg.ctg7180000019730
fp.3.Luci_05B03.ctg.ctg7180000020971 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_05G09.ctg.ctg7180000026647 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_05C01.ctg.ctg7180000095608 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_05E04.ctg.ctg7180000026939 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_05C11.ctg.jtg7180000046148r_7180000082084f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_19E11.ctg.ctg7180000349759 fp.2.Luci_02H12.ctg.ctg7180000019925
fp.3.Luci_05A10.ctg.ctg7180000096136 fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_11A10.ctg.ctg7180000297169 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_19A08.ctg.jtg7180000348714f_7180000348715f fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_13G04.ctg.ctg7180000123403 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_13F06.ctg.jtg7180000187594f_7180000187595f fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_03C05.ctg.ctg7180000088806 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_01G06.ctg.ctg7180000062801 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_02G10.ctg.ctg7180000068790 fp.2.Luci_02H12.ctg.ctg7180000020363
fp.3.Luci_03B12.ctg.ctg7180000079700 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_17D10.ctg.ctg7180000117152 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_02B02.ctg.ctg7180000258715 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_81C05.ctg.ctg7180000207902 fp.2.Luci_02H12.ctg.ctg7180000019804
fp.3.Luci_04A09.ctg.ctg7180000156993 fp.2.Luci_02H12.ctg.ctg7180000020126
fp.3.Luci_52H04.ctg.jtg7180000397919f_7180000397920f fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_03F09.ctg.ctg7180000016652 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_01A05.ctg.ctg7180000038553 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_02A08.ctg.ctg7180000125540 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_04E12.ctg.ctg7180000033046 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_02E10.ctg.ctg7180000081782 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_01A04.ctg.ctg7180000037510 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_01G05.ctg.ctg7180000062135 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_01B11.ctg.ctg7180000026772 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_16G10.ctg.ctg7180000336919 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01C11.ctg.jtg7180000058264r_7180000059852r_7180000070087f_7180000069855r_7180000058766r fp.2.Luci_02H12.ctg.ctg7180000020356
fp.3.Luci_02F05.ctg.ctg7180000054661 fp.2.Luci_02H12.ctg.ctg7180000019685
fp.3.Luci_05G11.ctg.ctg7180000043331 fp.2.Luci_02H12.ctg.ctg7180000019705
fp.3.Luci_03D11.ctg.ctg7180000064987 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_13H11.ctg.ctg7180000150345 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_04G10.ctg.jtg7180000162181f_7180000162182f fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_06A01.ctg.ctg7180000035889 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_02F05.ctg.ctg7180000055135 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_02F11.ctg.jtg7180000062328f_7180000062329f fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_01C09.ctg.ctg7180000301710 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_03H01.ctg.ctg7180000025617 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_04A07.ctg.jtg7180000083192r_7180000128731f_7180000127242f fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_05E03.ctg.ctg7180000021446 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_23D11.ctg.ctg7180000126206 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_19H09.ctg.ctg7180000237289 fp.2.Luci_02H12.ctg.ctg7180000019658
fp.3.Luci_01H12.ctg.ctg7180000027468 fp.2.Luci_02H12.ctg.ctg7180000020609
fp.3.Luci_01H03.ctg.ctg7180000152411 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_03C09.ctg.jtg7180000052760f_7180000055405f fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_05B04.ctg.jtg7180000113907f_7180000113908f fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_22F04.ctg.ctg7180000220182 fp.2.Luci_02H12.ctg.ctg7180000019729
fp.3.Luci_05G09.ctg.ctg7180000026376 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_13G04.ctg.ctg7180000123403 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_01E01.ctg.ctg7180000208176 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_01G03.ctg.ctg7180000066911 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_04A11.ctg.ctg7180000121249 fp.2.Luci_02H12.ctg.ctg7180000019968
fp.3.Luci_05F03.ctg.ctg7180000032717 fp.2.Luci_02H12.ctg.ctg7180000019828
fp.3.Luci_18H11.ctg.ctg7180000169153 fp.2.Luci_02H12.ctg.ctg7180000020031
fp.3.Luci_20E04.ctg.ctg7180000190084 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_04H05.ctg.ctg7180000154971 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_18G03.ctg.ctg7180000151144 fp.2.Luci_02H12.ctg.ctg7180000019686
fp.3.Luci_13B07.ctg.ctg7180000115934 fp.2.Luci_02H12.ctg.ctg7180000019945
fp.3.Luci_12G07.ctg.ctg7180000173125 fp.2.Luci_02H12.ctg.ctg7180000020495
fp.3.Luci_12F05.ctg.ctg7180000258179 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_02E05.ctg.ctg7180000077660 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_02D06.ctg.ctg7180000071861 fp.2.Luci_02H12.ctg.ctg7180000020577
fp.3.Luci_05B12.ctg.ctg7180000104320 fp.2.Luci_02H12.ctg.ctg7180000020486
fp.3.Luci_04H12.ctg.ctg7180000199940 fp.2.Luci_02H12.ctg.ctg7180000019668
fp.3.Luci_10A02.ctg.ctg7180000235447 fp.2.Luci_02H12.ctg.ctg7180000019936
fp.3.Luci_21G05.ctg.ctg7180000303783 fp.2.Luci_02H12.ctg.ctg7180000019952
fp.3.Luci_20A09.ctg.ctg7180000271295 fp.2.Luci_02H12.ctg.ctg7180000020141
fp.3.Luci_04G09.ctg.ctg7180000128820 fp.2.Luci_02H12.ctg.ctg7180000020288
fp.3.Luci_02A06.ctg.ctg7180000083222 fp.2.Luci_02H12.ctg.ctg7180000020171
fp.3.Luci_01H06.ctg.ctg7180000028198 fp.2.Luci_02H12.ctg.ctg7180000020329
fp.3.Luci_52A03.ctg.ctg7180000534231 fp.2.Luci_02H12.ctg.ctg7180000020264
fp.3.Luci_01E03.ctg.ctg7180000117208 fp.2.Luci_02H12.ctg.ctg7180000020609
fp.3.Luci_03E04.ctg.ctg7180000032541 fp.2.Luci_02H12.ctg.ctg7180000019799
fp.3.Luci_23D05.ctg.ctg7180000236763 fp.2.Luci_02H12.ctg.ctg7180000020363
